Die Fledermaus,Johann Strauss,,"Karl Haffner, Richard Genée",,Piano,Score- PV,ENGLISH,,,,"G. Schirmer, Inc,; English Version by Ruth and Thomas Martin",3,3,,http://www.amazon.co.uk/Die-Fledermaus-Bat-English-Language/dp/0769246214,http://ecx.images-amazon.com/images/I/41g%2BVoPM58L.jpg,NY
Die Fledermaus,Johann Strauss,,"Karl Haffner, Richard Genée",,Piano,Score- PV,German,,,,Boosey & Hawkes; Lyrics by Howard Dietz; Text by Garson Kanin,1,1,,http://www.amazon.com/Fledermaus-Vocal-Score-Dover-Scores/dp/0486413837,http://ecx.images-amazon.com/images/I/81Tmi4A%2BSAL.jpg,NY
Die Fledermaus,Johann Strauss II,,Karl Haffner and Richard Genée,,,Opera Performanc,ENGLISH,,,,"1997 Sydney Opera House; Warlow, Austin, Sullivan, Franks",1,1,,http://www.amazon.co.uk/Die-Fledermaus-Sydney-Opera-House/dp/B00004R6EA,,NY
Die Meistersinger von Nürnberg,Richard Wagner,,Richard Wagner,,Piano,Score- PV,German,,,,"G. Schirmer, Inc.; English Translation by Frederick Jameson; Complete Vocal Score in a Facilitated Arrangement by Karl Klindworth",2,2,,http://www.amazon.co.uk/Mastersingers-Nuremberg-Meistersinger-Nurnberg-Score/dp/048623276X,http://ecx.images-amazon.com/images/I/61aV9mnPP0L.jpg,NY
Die schöne Müllerin (DVD),Franz Schubert,,,,,Song Cycle Performance,,,,,"1991 Montforthaus, Feldkirch; Dietrich Discher-Dieskau (Baritone); Andras Schiff (Piano)",1,1,DVD,http://www.amazon.de/Schubert-Franz-Die-sch%C3%B6ne-M%C3%BCllerin/dp/B0007X9T8O,http://ecx.images-amazon.com/images/I/61gSqyXGZOL._SL1024_.jpg,NY
Die Schopfung (DVD),Joseph Haydn,,Joseph Haydn,,,Oratorio Performance,German,,,,"1990 Grosses Festspielhaus, Salzburg Festival; Riccardo Muti, Lucia Popp, Francisco Araiza, Samuel Ramey, Olaf Bar, Iris Vermillion,",1,1,DVD,,,NY
Die Teufel von Loudun (DVD),Krzysztof Penderecki,,Krzysztof Penderecki,,,Opera Performance,German,,,,"1969 Hamburg State Opera; Troyanos, Hiolski",1,1,DVD,http://www.naxos.com/catalogue/item.asp?item_code=101279,http://cdn.naxos.com/SharedFiles/images/cds/101279.gif,NY
Die Walküre,Richard Wagner,,Richard Wagner,,Piano,Score- PV,German,,,,"G. schirmer, Inc.; English Translation by Frederick Jameson; Complete Vocal Score in a Facilitated Arrangement with Karl Kindworth",1,1,,http://www.musicalsource.com/sheet-music/die-walkure-wwv86b-vs-schott/hl-49019499,http://www.halleonard.com/item_gif/49019499.gif,NY
Die Walkure (DVD),Richard Wagner,,Richard Wagner,,,Opera Performance,German,,,,"2007 Berlin Philharmoniker; Robert Gambill, Mikhail Petrenko, Eva Johansson, Willard White, Eva-Maria Westbroek",1,1,DVD,http://www.amazon.com/Wagner-Die-Walkure-Robert-Gambill/dp/B001E6G14S,http://ecx.images-amazon.com/images/I/71ultYerjpL._SL1024_.jpg,NY
Die Walkure (DVD),Richard Wagner,,Richard Wagner,,,Opera Performance,German,,,,"2009 Palau de les Arts Reina Sofia; Peter Seiffert, Matti Salminem, Juas Uusitalo, Chorus of the Comunitat Valenciana",1,1,DVD,http://www.cduniverse.com/productinfo.asp?pid=8072117,http://c3.cduniverse.ws/resized/630x630/music/117/8072117.jpg,NY
Die Walkure (DVD),Richard Wagner,,,,,,,,,,"The Metropolitan Opera; James Levine, Gary Lakes, Jessye Norman, Kurt Moll, Hildegard Berhrens",1,1,DVD,http://www.amazon.com/Wagner-Walkure-Levine-Behrens-Metropolitan/dp/B00006L9ZV,http://ecx.images-amazon.com/images/I/71kfQ3WRueL._SL1024_.jpg,NY
Die Zauberflöte (DVD),Wolfgang Amadeus Mozart,,Emanuel Schikaneder,,,Opera Performance,German,,,,"1991 Metropolitan Opera; Levine, Battle, Serra, Araiza",1,1,DVD,http://www.amazon.com/Mozart-Die-Zauberfl%C3%B6te-Lucia-Popp/dp/B000ASAEQW,http://ecx.images-amazon.com/images/I/71FX3LUA2DL._SL1400_.jpg,NY
Diffusa est gratia,Maria Giovanni Nanino,Thomas Dunn,E.C.,SATB,Organ,Religious,Italian,,Beauty,,,4,4,,http://www.amazon.com/Diffusa-est-gratia-Sheet-Music/dp/B00OGMZRM4,http://ecx.images-amazon.com/images/I/31LYcqePVQL.jpg,NY
Ding Dong! Merrily on High,Traditional 16th Century French,Valerie Shields,Fostco,SA,Piano,Classical,English,,"Christmas, Holiday",,,1,1,,http://www.sheetmusicplus.com/title/ding-dong-merrily-on-high-sheet-music/3751122,,NY
"Dirait-on (Les Chansons des Roses, no. 5)",Morton Lauridsen,,Peermusic,SATB,Piano,Contemporary,French,,Poetry,,,1,1,,http://www.jwpepper.com/1949080.item#.VWiYHidUiSo,http://cdn.jwpepper.com/covers/1949080.jpg,NY
Directory of Operas/Musicals for Young Audiences (from Kindergarten Through High School),"Maria F. Rich, Jeanne Hanifee Kemp, Cheryl Kempler, Fritzi Bickhardt, Norma Litton",,Central Opera Service,,,Guide,English,,,,,1,1,,,,NY
"Distant Shore, A (A Partner Song with ""The Water is Wide"")",Mary Donnelly,George L.O. Strid,Mary Donnelly,2-Part Treble,"Piano, with optional descant or C-instrument",,English,,,,,8,8,,http://www.jwpepper.com/1961713.item#.VWiYWCdUiSo,http://cdn.jwpepper.com/covers/1961713.jpg,NY
Djembe Drum Medium,,,,,,Musical Instrument,,,,,Remo Medium RainForest Djembe Drum,1,1,,,,NY
Djembe Drum small,,,,,,Musical Instrument,,,,,Remo Small Rainforest Djembe drum,1,1,,,,NY
Djembe Floor Drum,,,,,,Musical Instrument,,,,,Remo Djembe Skyndeep Adinkra Finish,1,1,,,,NY
Do I Know Why?,Kevin Oldham,Bill Oldham,Kjos Music,SATB,,,English,,,,,1,1,,http://www.jwpepper.com/3244332.item#.VWiYlidUiSo,,NY
Do Re Mi,Susan L. Roth,,,,,Children's Literature,English,,,,"Hard Cover Book 2006; Houghton Mifflin Company
Subtitle: If you can read music, thank Guido d'Arezzo",1,1,Book,http://www.amazon.com/Do-Re-Mi-Music-DArezzo/dp/0618465723,http://ecx.images-amazon.com/images/I/51%2Bq0DjqezL.jpg,NY
Do The Stars Shine Tonight,Hugh Thomas,,Oxford University Press,SATB,Piano,Contemporary,English/Latin,,Religious,,,1,1,,http://www.jwpepper.com/3183290.item#.VWiYuidUiSo,,NY
Dodi Li,Nira Chen,Doreen Rao,Boosey & Hawkes,SA,Piano,Contemporary,Hebrew,,Love,,,10,10,,http://www.jwpepper.com/Dodi-Li/1852672.item#.VWiYzydUiSo,http://cdn.jwpepper.com/covers/1852672.gif,NY
Dome Epais,"Delibes, Leo","Nunez, Francisco","Gondinet, Edmond",SA,Piano,Opera,French,France,"Friends, friendship, gardens","France, French, opera, India","Delibes, Lakme, opera, India, 19th century",4,4,,http://www.musicroom.com/se/id_no/075159/details.html,http://static.musicroom.com/img/c/sp/M051472260.jpg,NY
Don Carlo,Giuseppe Verdi,,"Camille du Locle, Joseph Méry",,Piano,Score- PV,Italian,,,,Belwin Mills Publishing Corp.,2,2,,http://www.amazon.com/Carlos-Score-Dover-Music-Scores/dp/048641387X,http://ecx.images-amazon.com/images/I/510v8IMGGlL.jpg,NY
Don Carlo,Giuseppe Verdi,,Joseph Méry and Camille du Locle,,,Score- PV,ITALIAN,,,,Belwin Mills Publishing Corp.,2,2,,http://www.amazon.com/Carlos-Score-Dover-Music-Scores/dp/048641387X,http://ecx.images-amazon.com/images/I/510v8IMGGlL.jpg,NY
Don Carlo,"Giuseppe Verdi, Joseph Mery, Camille Du Locle, Achille de Lauzieres, Angelo Zanardini, Mary Jane Phillips-Matz",,"The Metropolitan Opera Guild, Inc.",,,Libretto,"English, Italian",,,,1991,1,1,,,,NY
Don Carlos (DVD),Giuseppe Verdi,,Joseph Mery and Camille de Locle,,,Opera Performance,Italian,,,,2004 Wiener Staatsoper; Vargas,1,1,DVD,http://www.amazon.com/gp/product/B000VKW6Q0?redirect=true&tag=classicalnet&pldnSite=1,http://ecx.images-amazon.com/images/I/51JF23kBXzL.jpg,NY
Don Giovanni,W. A. Mozart,,Lorenzo da Ponte,,Piano,Score- PV,Italian,,,,"G. Schirmer, Inc.; English Version by W. H. Auden and Chester Kallman",1,1,,,,NY
Don Giovanni (DVD),Wolfgang Amadeus Mozart,,Lorenzo da Ponte,,,Opera Performance,Italian,,,,1999 Theater an der Wien,1,1,DVD,http://www.amazon.com/Mozart-Don-Giovanni-Carlos-%C3%81lvarez/dp/B002N5KDXY,http://ecx.images-amazon.com/images/I/71rRoAB5z7L._SL1024_.jpg,NY
Don Giovanni (DVD),Wolfgang Amadeus Mozart,,Lorenzo Da Ponte,,,Opera Performance,Italian,,,,"1999 Theater an der Wien; Muti, Alvarez, Pieczonka, Schade",1,1,DVD,http://www.amazon.com/Mozart-Pieczonka-Antonacci-Kirchschlager-dArcangelo/dp/B0009F7G30,http://ecx.images-amazon.com/images/I/51qhTKbW2lL.jpg,NY
Don Giovanni (DVD),Wolfgang Amadeus Mozart,,Lorenzo Da Ponte,,,Opera Performance,Italian,,,,"2007 Opernhaus Zurich; Welser-Most, Beczala, Jankova, Keenlyside",1,1,DVD,http://www.amazon.com/Mozart-Don-Giovanni-Simon-Keenlyside/dp/B000UINP22,http://ecx.images-amazon.com/images/I/51BrdrjM4LL.jpg,NY
Don Giovanni (DVD),Wolfgang Amadeus Mozart,,Lorenzo Da Ponte,,,Opera Performance,Italian,,,,"2000 Metropolitan Opera; Levine, Terfel, Fleming",1,1,DVD,http://www.amazon.com/Mozart-Giovanni-Kringelborn-Furlanetto-Metropolitan/dp/B000787WZG,http://ecx.images-amazon.com/images/I/71rs5w0QEHL._SL1400_.jpg,NY
Don Giovanni (DVD),Wolfgang Amadeus Mozart,,Lorenzo Da Ponte,,,Opera Performance,Italian,,,,"2006 Weiner Staatsopera; Hampson, Beczala, Diener",1,1,DVD,http://www.amazon.com/Mozart-Don-Giovanni-Thomas-Hampson/dp/B000ICL3QA,http://ecx.images-amazon.com/images/I/71dk2UmpngL._SL1400_.jpg,NY
Don Pasquale,Gaetano Donizetti,,"Gaetano Donizetti, Giovanni Ruffini",,Piano,Score- PV,Italian,,,,"Franco Colombi, Inc.; English Version by Phyllis Mead",2,2,,http://www.amazon.com/DON-PASQUALE-VOCAL-SCORE-ITALIAN/dp/0634071602,http://ecx.images-amazon.com/images/I/51ImBZAeakL.jpg,NY
Don Pasquale,"Gaetano Donizetti, Giovanni Ruffini, Eduardo Rescigno",,BMG Ricordi S. p. A.,,,Libretto,Italian,,,,1996,2,2,,,,NY
Don Pasquale (DVD),Gaetano Donizetti,,Giovanni Ruffini,,,Opera Performance,Italian,,,,"1994 Teatro alla Scala; Muti, Furlanetto, Focile",1,1,DVD,http://www.amazon.com/Donizetti-Don-Pasquale-Ferruccio-Furlanetto/dp/B000OQDRZU,http://ecx.images-amazon.com/images/I/51Hxu1jYjkL.jpg,NY
Don Quixote (DVD),Leon Minkus,,Miguel Cervantes,,,Ballet Performance,,,,,"1992 The State Perm Ballet; Nina Ananiashvili, Aleksei Fadeyetchev",1,1,DVD,http://www.amazon.com/Minkus-Don-Quixote-Ananiashvili-Fadeyetchev/dp/B000BZIT7U,http://ecx.images-amazon.com/images/I/51Y028VTM9L.jpg,NY
Dona Nobis Pacem,"Lightfoot, Mary Lynn",,Traditional,2 part,Piano,Contemporary,Latin,,Peace,"Latin, vowel formation, legato, phrasing",Easy,12,12,,http://www.jwpepper.com/1963586.item#.VWiaSSdUiSo,http://cdn.jwpepper.com/covers/1963586.jpg,NY
Dona Nobis Pacem (from Mass in B minor),J.S. Bach,Alfred David,Music 70,SATB,Piano,Baroque,Latin,,Peace,,,2,2,,,,NY
Dona Nobis Pacem (from Mass in C),W.A. Mozart,Robert Walker,Hal Leonard,SATB,Piano,Oratorio,Latin,,Religious,,,0,0,,http://www.jwpepper.com/10341061.item#.VWiaoidUiSo,,NY
Dona Nobis Pacem (Give Us Peace),Traditional,Margaret R. Tucker,Choristers,"SSA, SAB",Piano,Contemporary,Latin,,Peace,,,5,5,,,,NY
Don't Get Around Much Anymore,Duke Ellington,Jack Kunz,Jensen,SATB,Piano,Jazz,English,,Love,,,1,1,,,,NY
Don't Leave Me,Bela Bartok,,Boosey & Hawkes,SA,,,English,,20th Century,,Love,1,1,,http://www.amazon.com/Bart%C3%B3k-Three-Part-Choruses-Childrens-Orchestra/dp/B008FAKIBS,https://images-na.ssl-images-amazon.com/images/I/61agBFFNSZL._SS280.jpg,NY
Do-Re-Mi,"Rodgers, Richard","Brymer, Mark","Hammerstein, Oscar",2 part,Piano,Musical Theater,English,USA,"Learning to sing, solfege",Solfege,"Sound of Music, musical, easy, repetetive, familiar",2,2,,http://www.jwpepper.com/Do-Re-Mi/1816180.item#.VWicOidUiSo,http://cdn.jwpepper.com/covers/1816180.gif,NY
"Dorma, Ador",Aaron Jay Kernis,,Boosey & Hawkes,SATB,A,Contemporary,Portuguese,,Lullaby,,,16,16,,http://www.jwpepper.com/3297395.item#.VWicXSdUiSo,,NY
"Dormi, Dormi (Sweetly Slumber)",Traditional,Mary Goetze,George K. Evans,Unison,Piano,Carol,Italian,Italy,"Christmas, Holiday",Italy,"Easy, sweet, carol",10,10,,http://www.jwpepper.com/1542885.item#.VWiceSdUiSo,http://cdn.jwpepper.com/covers/1542885.gif,NY
"Dormite, Belgl'occhi",Luigi Rossi,Victoria Meredith,Kjos Music,,Piano,,Italian/English,,,,,1,1,,http://www.jwpepper.com/1991389.item#.VWiclCdUiSo,,NY
Dos Cancioncitas,"Estes, Jerry",,"Estes, Jerry",2 part,Piano,Contemporary,Spanish,,Singing,"Latin America, Spanish language","Easy, joyful",5,5,,http://www.jwpepper.com/3285715.item#.VWic7SdUiSo,http://cdn.jwpepper.com/covers/3285715.jpg,NY
Down By The Riverside,Traditional,Roger Ames,Hinshaw,SATB,Piano,Contemporary,English,,Peace,,,1,1,,http://www.jwpepper.com/3155884.item#.VWidAydUiSo,,NY
Drama and the World of Richard Wagner,Dieter Borchmeyer,,Princeton University Press,,,Guide,English,,,,2003,1,1,,http://press.princeton.edu/titles/7614.html,http://press.princeton.edu/images/j7614.gif,NY
Dravidian Dithyramb,Victor Paranjoti,,Earthsongs,TTBB,Piano,Contemporary,Nonsense,,Indian,,,1,1,,http://www.jwpepper.com/3220035.item#.VWidPSdUiSo,http://cdn.jwpepper.com/covers/3220035.jpg,NY
Dream Catcher,Lois Brownsey and Marti Lunn Lantz,,Lois Brownsey and Marti Lunn Lantz,2-part,,,,,Native American custom,,"Honor a Native American custom by singing this traditional chant partnered with an informative text about crafting a dream catcher. According to legend, this handmade charm ensures pleasant dreams for children who sleep nearby. An excellent opportunity for collaborative teaching.",1,1,,http://www.jwpepper.com/10306892.item#.VWidYydUiSo,http://cdn.jwpepper.com/covers/10306892.jpg,NY
Dream Catcher (CD),Lois Brownsey and Marti Lunn Lantz,,Lois Brownsey and Marti Lunn Lantz,,,Accompaniment CD,,,,,,1,1,,http://www.jwpepper.com/10306893.item#.VWidkCdUiSo,http://cdn.jwpepper.com/covers/10306893.jpg,NY
"Drei Motetten I: Veni, Domine",Felix Mendelssohn,,GIA,SSA,Piano,Classical,"Latin, German",,Religious,,,3,3,,,,NY
"Drei Motetten II: Laudate, pueri",Felix Mendelssohn,,GIA,SSA,Piano,Motet,Latin/German,,Religious,,,3,3,,,,NY
Drink From the Unity Cup,"Lois and Lance, Marti Brownsey",,Alfred,"2 part, SAB",Piano,Contemporary,English,,Kwanza,,,1,1,,http://www.jwpepper.com/3295943.item#.VWid4idUiSo,http://cdn.jwpepper.com/covers/3295943.jpg,NY
"Drinking Gourd, The",Traditional,Andre J. Thomas,,2 part,"piano, optional flute","Slave Song, Map Song, Field Song",English,American South,,"Civil War, Slavery, Underground Railroad, Peg-Leg Joe, Ohio River","setting of traditional ""map"" song from the Civil War time pointing fugitive slaves to the Big Dipper",1,1,,http://www.jwpepper.com/3254125.item#.VWid_CdUiSo,http://cdn.jwpepper.com/covers/3254125.jpg,NY
Dry Bones,Delta Rhythm Boys,Livingston Gearhart,Delaware,SATB,Percussion,Contemporary,Various,,Fun,,,1,1,,http://www.jwpepper.com/764100.item#.VWieFSdUiSo,http://cdn.jwpepper.com/covers/764100.gif,NY
Duet and Choral from Cantata No. 93,J.S. Bach,,Translated by Doreen Rao,2-Part Treble,Keyboard with optional strings,"Cantata, Chorale","German, English",Germany,,,,1,1,,http://www.halleonard.com/product/viewproduct.do?itemid=48001543&subsiteid=27&,http://www.halleonard.com/images/default.gif,NY
Duke Bluebeard's Castle (DVD),Bela Bartok,,Bela Balazs,,,Opera Performance,Hungarian,,,,"1988; Lloyd,",1,1,DVD,http://www.amazon.com/Bartok-Duke-Bluebeards-Castle-VHS/dp/6302703034,http://ecx.images-amazon.com/images/I/51wISJQfWVL.jpg,NY
Dundai,Traditional,Sonya Garfinkle,Mark Foster,SATB,Piano,Israeli Folk Song,Hebrew,,Community,,,1,1,,http://www.sheetmusicplus.com/title/dundai-sheet-music/19179473,,NY
Dvorak,John Clapham,,"W. W. Norton & Co., Inc.",,,Biography,English,,,,1979,1,1,,http://www.amazon.com/Dvorak-John-Clapham/dp/0393012042,http://ecx.images-amazon.com/images/I/51B6piiYgmL.jpg,NY
Dwa Serduszkaa,,"Hatfield, Stephen",,SSAA,A capella,Folksong,Polish,Poland,Love,Poland,,11,11,,http://www.jwpepper.com/3297179.item#.VWiesSdUiSo,,NY
E Nana Kakou I Na Manu,Herb Mahelona,,Plymouth,SA,Piano,Contemporary,Hawaiian,,Birds,,,1,1,,http://www.jwpepper.com/3225521.item#.VWiewSdUiSo,http://cdn.jwpepper.com/covers/3225521.jpg,NY
Each Morning Brings Us Fresh Outpoured,Valerie Shields,,Fostco,SA,Piano,Sacred,English,,Praise,,,1,1,,http://www.sheetmusicplus.com/title/each-morning-brings-us-fresh-outpoured-sa-sheet-music/19151128,,NY
Each of us has a Light,Albrecht/Althouse,Albrecht/Althouse,,2 part,,,English,,,,,29,29,,http://www.jwpepper.com/Each-of-Us-Has-a-Light/10063840.item#.VWie9idUiSo,http://cdn.jwpepper.com/covers/10063840.jpg,NY
"Earth Shall Rejoice, The",George Frideric Handel,Martin Davidson,Presser,SATB,Piano,Classical,English,,Praise,,,1,1,,http://www.jwpepper.com/1701333.item#.VWifBydUiSo,,NY
Earth Song,Frank Ticheli,,Hindon,SATB,A,Contemporary,English,,Earth,,,1,1,,http://www.jwpepper.com/10027720.item#.VWifIidUiSo,http://cdn.jwpepper.com/covers/10027720.jpg,NY
Easter Hymn,Granville Bantock,,J & W,SATB,Organ,Sacred,English,,Easter,,,1,1,,http://www.halleonard.com/product/viewproduct.do?itemid=14002467,http://www.halleonard.com/common/item_gif/99991631.gif,NY
Easter Hymn from Cavalleria Rusticana,Pietro Mascagni,,Oxford University Press,SSAATTBB,Piano,Sacred,English/Latin,,Praise,,,1,1,,http://www.jwpepper.com/10305440.item#.VWifbidUiSo,,NY
Edelweiss,Richard Rogers,John Cacavas,Hal Leonard,"Unison, 4 Part",Piano,Musical Theater,English,,Folksong,,,1,1,,http://www.jwpepper.com/992396.item#.VWiffidUiSo,http://cdn.jwpepper.com/covers/992396.gif,NY
"E'en So, Lord Jesus, Quickly Come",Paul O. Manz,,Concordia,SATB,A,,English,,Religious,,,0,0,,https://www.jwpepper.com/285841.item#.VWifnSdUiSo,https://d1qnq7dh6t9tyz.cloudfront.net/covers/285841.jpg,NY
"Eja, Eja! (We Will Sing for Joy)",Mary Lynn Lightfoot,,Heritage,SA,Piano,Contemporary,English/Latin,,Music/Joy,,,6,6,,http://www.jwpepper.com/3278520.item#.VWifsydUiSo,http://cdn.jwpepper.com/covers/3278520.jpg,NY
El Capotin,Puerto Rican folk song,Lois Fiftal & Greg Gilpin,,2-part,,Puerto Rican folk song,"English, Spanish",,,,"This Puerto Rican folk song celebrates the joys of a fine cup of coffee. It's arranged as a lively partner song, with an original melody and alternating English and Spanish text. The festive accompaniment is for piano with optional shakers and cowbell, so everyone can join in the fun.",1,1,,http://www.jwpepper.com/El-Capotin/10363375.item#.VWif_CdUiSo,http://cdn.jwpepper.com/covers/10363375.gif,NY
El Cielo Canta Alegria,Pablo Sosa,Roger Bergs,Boosey & Hawkes,SATB,,,Spanish/English,,,,,1,1,,http://www.jwpepper.com/El-Cielo-Canta-Alegria/3304175.item#.VWigFCdUiSo,,NY
El Pajarito (The Little Bird),Joel Raney,,John Parker,2 part,"piano, rhythm instruments",Folk Music,English/Spanish,Mexico,,Mexican folk music,,1,1,,http://www.jwpepper.com/10355334.item#.VWigSCdUiSo,http://cdn.jwpepper.com/covers/10355334.jpg,NY
El Pambiche Lento,Traditional,"Guzman, Juan-Tony",Traditional,SA,"Piano, Tambora, Guiro","Folksong, dance",Spanish,Dominican Republic,"Dance, merengue","Dominican Republic, dance, Spanish language","Dance, merengue, Dominican Republic, fast, fun, percussion. 5 copies of one edition, 1 copy of another edition, +1 photocopy",6,6,,http://www.jwpepper.com/El-Pambiche-Lento/3294672.item#.VWigYCdUiSo,,NY
El Pequeno Nino (The Tiny Child),Traditional,Ruth E. Dwyer,Colla Voce,SA,Piano,Carol,English/Spanish,,"Christmas, Holiday",,,1,1,,http://www.amazon.com/Pequeno-Two-Part-Treble-Keyboard-Accompaniment/dp/images/B004P5DSZU,http://images.amazon.com/images/G/01/richmedia/images/cover.gif,NY
Elegy for Himself,Ronald Corp,,Oxford University Press,SATB,Piano,Contemporary,English,,Death,,,1,1,,http://www.jwpepper.com/3058153.item#.VWigqSdUiSo,,NY
Elektra,Richard Strauss,,Hugo von Hofsmannsthal,,Piano,Score- PV,German,,,,Boosey & Hawkes Ltd.; English Version by Alfred Kalisch; Vocal Score by Carl Besl,2,2,,http://www.amazon.com/Elektra-Score-Dover-Music-Scores/dp/0486265382,http://ecx.images-amazon.com/images/I/61GiyjfVpiL.jpg,NY
Elektra,"Richard Strauss, Derrick Puffett",Cambridge University Press,,,,Guide,English,,,,1989,1,1,,,,NY
Elektra (Blue-Ray),Richard Strauss,,Hugo von Hofmannsthal,,,Opera Performance,German,,,,2005 Zurich Opera House,1,1,,http://www.amazon.com/Elektra-Strauss/dp/B007C7FFOU,http://ecx.images-amazon.com/images/I/61f1aDpRdML._SL1024_.jpg,NY
"Elements, The",Bob Chilcott,,Oxford University Press,Varies,Piano,Contamporary,English,,Elements,,,1,1,,http://www.jwpepper.com/3120649.item#.VWihDydUiSo,http://cdn.jwpepper.com/covers/3120649.jpg,NY
Ellstein Lexikon der Musik,Von Friedrich Herzfel,,Verlag Ullstein GmbH,,,Dictionary,German,,,,1965,1,1,,,,NY
Encyclopedia of American Opera,Ken Wlaschin,"McFarland & Comapny, Inc., Publishers",,,,Encyclopedia,English,,,,Copyright 2006,1,1,,http://www.amazon.com/Encyclopedia-American-Opera-Ken-Wlaschin/dp/0786445963,http://ecx.images-amazon.com/images/I/51mfSCKhOOL.jpg,NY
Encyclopedia of Opera on Screen,Ken Wlaschin,Yale University Press,,,,Encyclopedia,English,,,,2004,1,1,,http://yalepress.yale.edu/book.asp?isbn=9780300102635,http://yalepress.yale.edu/images/full13/9780300102635.jpg,NY
Entrance Chorus,Richard Wagner,Greg Pliska,Boosey & Hawkes,SATB,Piano,Opera,English/German,,Praise,,#ERROR!,2,2,,http://www.halleonard.com/product/viewproduct.do?itemid=48001962&lid=0&subsiteid=63&,http://www.halleonard.com/images/default.gif,NY
Ercole Amante (DVD),Francesco Cavalli,,Francesco Buti,,,Opera Performance,Italian,,,,"2009 Nederlandse Opera; Luca Pisaroni, Veronica Cangemi",1,1,DVD,http://www.amazon.com/Ercole-Amante-Luca-Pisaroni/dp/B0030BK8Z8,http://ecx.images-amazon.com/images/I/51rJLnyiKKL.jpg,NY
"Erie Canal, The",Unknown,Mark Hayes,Heritage,SATB,Piano,Folksong,English,,Work,,,22,22,,"http://www.jwpepper.com/Erie-Canal,-The/10047945.ritem#.VWihrSdUiSo",http://cdn.jwpepper.com/covers/10047945.jpg,NY
Ernani,Giuseppe Verdi,,Francesco Maria Piave,,Piano,Score- PV,Italian,,,,Ricordi,1,1,,,,NY
Ernani,Giuseppe Verdi,,Francesco Maria Piave,,Piano,Score- PV,Italian,,,,Ricordi,1,1,,,,NY
Ernani,"Giuseppe Verdi, Francesco Maria Piave, Mary Ellis Peltz",,"Alfred Publishing Company, Inc.",,,Libretto,"English, Italian",,,,1956,1,1,,,,NY
Erwartung,Arnold Schoenberg,,Marie Pappenheim,,Piano,Score- PV,German,,,,Universal Edition; Vola Score by E. Steuermann,1,1,,,,NY
Es Ist Ein Reis Entsprungen,Speyerschen,,,"SATB, Unison",Piano,Sacred,German,,Praise,,,2,2,,,,NY
Essential Sight-Singing (BOOK),,,,,,Book,,,,,,1,0,,http://www.amazon.com/Essential-Sight-Singing-Vol-Mixed-Voices/dp/B00385LIWS,http://ecx.images-amazon.com/images/I/21TsybT6rKL.jpg,NY
Eugene Onegin,Peter Ilych Tchaikovsky,,"Peter Ilych Tchaikovsky, Konstantin Shilovsky",,Piano,Score- PV,ENGLISH,,,,English Version by Henry Reese,3,3,,http://www.amazon.com/Eugene-Onegin-Score-Dover-Scores/dp/0486299643,http://ecx.images-amazon.com/images/I/71H2c2wJgWL.jpg,NY
Eugene Onegin,Pyotr Ilyich Tchaikovsky,,Konstantin Shilovsky and Pyotr Ilyich Tchaikovsky,,Piano,Score- PV,ENGLISH,,,,"G. Schirmer, Inc.; English Version by Henry Reese",3,3,,,,NY
Eugene Onegin (DVD),Pyotr Ilyich Tchaikovsky,,Pyotr Ilyich Tchaikovsky,,,Opera Performance,Russian,,,,"2007 Metropolitan Opera; Gergiev, Fleming, Hvorostovsky",1,1,DVD,http://www.amazon.com/Tchaikovsky-Fleming-Hvorostovsky-Gergiev-Metropolitan/dp/B000YCLRBA,http://ecx.images-amazon.com/images/I/712ZPrRkqkL._SL1400_.jpg,NY
Evening Prayer (from Hansel and Gretel),Engelbert Humperdinck,Audrey Snyder,Hal Leonard,2 part,,,English,,,,,1,0,,http://www.jwpepper.com/3277217.item#.VWijYCdUiSo,http://cdn.jwpepper.com/covers/3277217.gif,NY
Every Morning's Sun,Sue Ellen Page,,Choristers,Unison,Piano,Sacred,English,,Praise,,,1,1,,http://www.jwpepper.com/Every-Mornings-Sun/1349943.item#.VWij0SdUiSo,,NY
Every Night (When the Sun Goes Down),Gwyneth Walker,,ECS,SATB,,,English,,,,,1,1,,http://www.jwpepper.com/3221348.item#.VWikKCdUiSo,http://cdn.jwpepper.com/covers/3221348.jpg,NY
Every Valley,John Ness Beck,,Beckenhorst,SATB,Piano,Contemporary,English,,Praise,,,2,2,,http://www.jwpepper.com/Every-Valley/1200971.item#.VWikPidUiSo,http://cdn.jwpepper.com/covers/1200971.jpg,NY
Everyman's Dictionary of Music,"Eric Blom, Sir Jack Westrup",,St. Martin's Press,,,Dictionary,English,,,,1971,1,1,,,,NY
Everyone Suddenly Burst Out Singing,Peter Willsher,,Boosey & Hawkes,SATB,Piano,Commencement,English,,,,,1,1,,http://www.halleonard.com/product/viewproduct.do?itemid=48003136,http://www.halleonard.com/images/default.gif,NY
Experiencing Choral Music (BOOK),,,,,,Book,,,,,,1,0,,http://www.amazon.com/Experiencing-Choral-Beginning-Student-Edition/dp/0078611040,http://ecx.images-amazon.com/images/I/51ubYo6ovtL.jpg,NY
Exsultate Justi,R. Vene,Viadana,Belwin Mills,TTBB,A,Sacred,Latin,,Praise,,,1,1,,http://www.alfred.com/Products/Exsultate-Justi--00-OCTM05008.aspx,http://www.alfred.com/covers/00-OCTM05008.jpg,NY
